SYMBOL	Domino	NCBI
ANGPTL5	0.14057193	NCBIGene:253935
ANGPTL6	0.17503087	NCBIGene:83854
ANGPTL7	0.12245745	NCBIGene:10218
ANGPTL8	0.08777193	NCBIGene:55908
ANHX	0.09903161	NCBIGene:647589
ANK1	0.97410452	NCBIGene:286
ANK2	0.94257157	NCBIGene:287
ANK3	0.92281101	NCBIGene:288
ANKAR	0.21258605	NCBIGene:150709
ANKDD1A	0.13761068	NCBIGene:348094
ANKDD1B	0.13425721	NCBIGene:728780
ANKEF1	0.13963724	NCBIGene:63926
ANKFN1	0.20070049	NCBIGene:162282
ANKFY1	0.68577024	NCBIGene:51479
ANKH	0.16535774	NCBIGene:56172
ANKHD1	0.96385001	NCBIGene:54882
ANKIB1	0.82166633	NCBIGene:54467
ANKK1	0.1040547	NCBIGene:255239
ANKLE1	0.29234563	NCBIGene:126549
ANKLE2	0.06850041	NCBIGene:23141
ANKMY1	0.10363933	NCBIGene:51281
ANKMY2	0.07491289	NCBIGene:57037
ANKRA2	0.09190342	NCBIGene:57763
ANKRD1	0.13862704	NCBIGene:27063
ANKRD10	0.08894645	NCBIGene:55608
ANKRD11	0.59580174	NCBIGene:29123
ANKRD12	0.21343542	NCBIGene:23253
ANKRD13A	0.07126944	NCBIGene:88455
ANKRD13B	0.42431521	NCBIGene:124930
ANKRD13C	0.34559005	NCBIGene:81573
ANKRD13D	0.35882043	NCBIGene:338692
ANKRD16	0.08096104	NCBIGene:54522
ANKRD17	0.79771652	NCBIGene:26057
ANKRD18A	0.07418708	NCBIGene:253650
ANKRD18B	0.06704164	NCBIGene:441459
ANKRD2	0.19772382	NCBIGene:26287
ANKRD20A1	0.14188668	NCBIGene:84210
ANKRD20A2	0.15966646	NCBIGene:441430
ANKRD20A3	0.12371608	NCBIGene:441425
ANKRD20A4	0.15808567	NCBIGene:728747
ANKRD22	0.05852657	NCBIGene:118932
ANKRD23	0.05679578	NCBIGene:200539
ANKRD24	0.07402189	NCBIGene:170961
ANKRD26	0.08659781	NCBIGene:22852
ANKRD27	0.18858229	NCBIGene:84079
ANKRD28	0.64976973	NCBIGene:23243
ANKRD29	0.0488592	NCBIGene:147463
ANKRD30A	0.07749709	NCBIGene:91074
ANKRD30B	0.05528555	NCBIGene:374860
ANKRD30BL	0.04964078	NCBIGene:554226
ANKRD31	0.1094893	NCBIGene:256006
ANKRD33	0.17593421	NCBIGene:283373
ANKRD33B	0.12589037	NCBIGene:651746
ANKRD34A	0.84831888	NCBIGene:284615
ANKRD34B	0.27962204	NCBIGene:340120
ANKRD34C	0.13386612	NCBIGene:390616
ANKRD35	0.06473422	NCBIGene:148741
ANKRD36	0.08849617	NCBIGene:375248
ANKRD36C	0.05357269	NCBIGene:400986
ANKRD37	0.1226564	NCBIGene:353322
ANKRD39	0.08071048	NCBIGene:51239
ANKRD40	0.077916	NCBIGene:91369
ANKRD42	0.08843155	NCBIGene:338699
ANKRD44	0.34883908	NCBIGene:91526
ANKRD45	0.11427006	NCBIGene:339416
ANKRD46	0.29069706	NCBIGene:157567
ANKRD49	0.08346062	NCBIGene:54851
ANKRD50	0.32219906	NCBIGene:57182
ANKRD52	0.96002687	NCBIGene:283373
ANKRD53	0.06923595	NCBIGene:79998
ANKRD54	0.08574147	NCBIGene:129138
ANKRD55	0.08765696	NCBIGene:79722
ANKRD6	0.0998186	NCBIGene:22881
ANKRD60	0.06695694	NCBIGene:140731
ANKRD61	0.12754379	NCBIGene:100310846
ANKRD62	0.07701234	NCBIGene:342850
ANKRD63	0.16321724	NCBIGene:100131244
ANKRD65	0.09894636	NCBIGene:441869
ANKRD66	0.10110635	NCBIGene:100287718
ANKRD7	0.07371318	NCBIGene:56311
ANKRD9	0.20835462	NCBIGene:122416
ANKS1A	0.42998319	NCBIGene:23294
ANKS1B	0.34137326	NCBIGene:56899
ANKS3	0.05361948	NCBIGene:124401
ANKS4B	0.16698127	NCBIGene:257629
ANKS6	0.06341662	NCBIGene:203286
ANKUB1	0.09422526	NCBIGene:389161
ANKZF1	0.23761067	NCBIGene:55139
ANLN	0.75302176	NCBIGene:54443
ANO1	0.2844995	NCBIGene:55107
ANO10	0.06740158	NCBIGene:55129
ANO2	0.12392199	NCBIGene:57101
ANO3	0.19449382	NCBIGene:63982
ANO4	0.45418591	NCBIGene:121601
ANO5	0.08316421	NCBIGene:203859
ANO6	0.14917201	NCBIGene:196527
ANO7	0.12803463	NCBIGene:50636
ANO8	0.90122405	NCBIGene:57719
ANO9	0.08013432	NCBIGene:338440
ANP32A	0.20288343	NCBIGene:8125
ANP32B	0.76006248	NCBIGene:10541
ANP32D	0.07988376	NCBIGene:23519
ANP32E	0.76938781	NCBIGene:81611
ANPEP	0.1757082	NCBIGene:290
ANTXR1	0.69828196	NCBIGene:84168
ANTXR2	0.41761458	NCBIGene:118429
ANTXRL	0	NCBIGene:195977
ANXA1	0.24060785	NCBIGene:301
ANXA10	0.04912323	NCBIGene:11199
ANXA11	0.05779556	NCBIGene:311
ANXA13	0.12151354	NCBIGene:312
ANXA2	0.07457966	NCBIGene:302
ANXA2R	0.14486411	NCBIGene:389289
ANXA3	0.08285339	NCBIGene:306
ANXA4	0.06126079	NCBIGene:307
ANXA5	0.23193382	NCBIGene:308
ANXA6	0.16170896	NCBIGene:309
ANXA7	0.14335915	NCBIGene:310
ANXA8L1	0.11348107	NCBIGene:728113
ANXA9	0.09793554	NCBIGene:8416
AOAH	0.04847259	NCBIGene:313
AOC1	0.35461938	NCBIGene:26
AOC2	0.21311861	NCBIGene:314
AOC3	0.18274563	NCBIGene:8639
AOPEP	0.11404601	NCBIGene:84909
AOX1	0.08775037	NCBIGene:316
AP1AR	0.32035428	NCBIGene:55435
AP1B1	0.96086089	NCBIGene:162
AP1G1	0.95915411	NCBIGene:164
AP1G2	0.08325568	NCBIGene:8906
AP1M1	0.22478945	NCBIGene:8907
AP1M2	0.09125039	NCBIGene:10053
AP1S1	0.23661512	NCBIGene:1174
AP1S3	0.08494337	NCBIGene:130340
AP2A1	0.94527814	NCBIGene:160
AP2A2	0.76606872	NCBIGene:161
AP2B1	0.9982177	NCBIGene:163
AP2M1	0.99247485	NCBIGene:1173
AP2S1	0.84472372	NCBIGene:1175
AP3B1	0.43680173	NCBIGene:8546
AP3B2	0.58710045	NCBIGene:8120
AP3D1	0.3289948	NCBIGene:8943
AP3M1	0.24396374	NCBIGene:26985
AP3M2	0.0631516	NCBIGene:10947
AP3S1	0.23792315	NCBIGene:1176
AP3S2	0	NCBIGene:10239
AP4B1	0.09812908	NCBIGene:10717
AP4E1	0.38440526	NCBIGene:23431
AP4M1	0.17689326	NCBIGene:9179
AP4S1	0.08766638	NCBIGene:11154
AP5B1	0.09824793	NCBIGene:91056
AP5M1	0.17573868	NCBIGene:55745
AP5S1	0.11544337	NCBIGene:55317
AP5Z1	0.15784215	NCBIGene:9907
APAF1	0.22361514	NCBIGene:317
APBA1	0.90119973	NCBIGene:320
APBA2	0.42452183	NCBIGene:321
APBA3	0.27242835	NCBIGene:9546
APBB1	0.9961695	NCBIGene:322
APBB1IP	0.25060101	NCBIGene:54518
APBB2	0.20841893	NCBIGene:323
APBB3	0.2667748	NCBIGene:10307
APC	0.99182972	NCBIGene:324
APC2	0.79907083	NCBIGene:29882
APCDD1	0.08124801	NCBIGene:147495
APCDD1L	0.11204928	NCBIGene:164284
APCS	0.11225977	NCBIGene:325
APEH	0.19623693	NCBIGene:327
APEX1	0.28788621	NCBIGene:328
APH1A	0.48923451	NCBIGene:51107
APH1B	0.7672302	NCBIGene:83464
API5	0.73471643	NCBIGene:8539
APIP	0.13817698	NCBIGene:51074
APLF	0.07816752	NCBIGene:200558
APLNR	0.34350592	NCBIGene:187
APLP1	0.61522081	NCBIGene:333
APLP2	0.97380623	NCBIGene:334
APMAP	0.08078163	NCBIGene:57136
APOA1	0.55950015	NCBIGene:335
APOA2	0.06693235	NCBIGene:336
APOA4	0.22930515	NCBIGene:337
APOA5	0.35397616	NCBIGene:116519
APOB	0.30419972	NCBIGene:338
APOBEC1	0.10093589	NCBIGene:339
APOBEC2	0.06523131	NCBIGene:10930
APOBEC3A	0.07474927	NCBIGene:200315
APOBEC3B	0.0992876	NCBIGene:9582
APOBEC3C	0.09048281	NCBIGene:27350
APOBEC3D	0.05998055	NCBIGene:140564
APOBEC3F	0.07016912	NCBIGene:200316
APOBEC3G	0.0723897	NCBIGene:60489
APOBEC3H	0.1142255	NCBIGene:164668
APOBEC4	0.12068637	NCBIGene:403314
APOBR	0.06640286	NCBIGene:55911
APOC1	0.04945795	NCBIGene:341
APOC2	0.06356044	NCBIGene:344
APOC3	0.11418473	NCBIGene:345
APOD	0.18950426	NCBIGene:347
APOE	0.75880764	NCBIGene:348
APOF	0.06591306	NCBIGene:319
APOH	0.07786904	NCBIGene:350
APOL1	0.14461515	NCBIGene:8542
APOL2	0.08771127	NCBIGene:23780
APOL3	0.08257167	NCBIGene:80833
APOL4	0.07719546	NCBIGene:80832
APOL5	0.12005496	NCBIGene:80831
APOL6	0.11470284	NCBIGene:80830
APOLD1	0.29490626	NCBIGene:81575
APOM	0.05963919	NCBIGene:55937
APOPT1	0.07856877	NCBIGene:84334
APP	0.97976386	NCBIGene:351
APPBP2	0.93319917	NCBIGene:10513
APPL1	0.69240417	NCBIGene:26060
APPL2	0.24437099	NCBIGene:334
APRT	0.24407424	NCBIGene:353
APTX	0.09835016	NCBIGene:54840
AQP1	0.1182947	NCBIGene:358
AQP10	0.10757974	NCBIGene:89872
AQP11	0.09889365	NCBIGene:282679
AQP12A	0.08935334	NCBIGene:375318
AQP12B	0.10214837	NCBIGene:653437
AQP2	0.53793631	NCBIGene:359
AQP3	0.17727592	NCBIGene:360
AQP4	0.30206782	NCBIGene:361
AQP5	0.17493898	NCBIGene:362
AQP6	0.17267934	NCBIGene:363
AQP7	0.19791386	NCBIGene:364
AQP8	0.06140135	NCBIGene:343
AQP9	0.08781008	NCBIGene:366
AQR	0.64014662	NCBIGene:9716
ARAP1	0.11229925	NCBIGene:116985
ARAP2	0.05484019	NCBIGene:116984
ARAP3	0.30188506	NCBIGene:64411
ARC	0.56076031	NCBIGene:23237
ARCN1	0.56408799	NCBIGene:372
AREG	0.96268039	NCBIGene:374
AREL1	0.17873016	NCBIGene:9870
ARF1	0.93633384	NCBIGene:375
ARF3	0.57003399	NCBIGene:377
ARF4	0.88370435	NCBIGene:378
ARF5	0.29298622	NCBIGene:381
ARF6	0.97499374	NCBIGene:382
ARFGAP1	0.23627445	NCBIGene:55738
ARFGAP2	0.45948741	NCBIGene:84364
ARFGAP3	0.13635309	NCBIGene:26286
ARFGEF1	0.99968507	NCBIGene:10565
ARFGEF2	0.99526709	NCBIGene:10564
ARFGEF3	0.41182148	NCBIGene:57221
ARFIP1	0.34742065	NCBIGene:27236
ARFIP2	0.89951542	NCBIGene:23647
ARFRP1	0.06867321	NCBIGene:10139
ARG1	0.11071898	NCBIGene:383
ARG2	0.07134218	NCBIGene:384
ARGFX	0.21145246	NCBIGene:503582
ARGLU1	0.95203962	NCBIGene:55082
ARHGAP1	0.2448722	NCBIGene:392
ARHGAP10	0.0591788	NCBIGene:57584
ARHGAP11A	0.08624658	NCBIGene:9824
ARHGAP11B	0.05933271	NCBIGene:89839
ARHGAP12	0.0863211	NCBIGene:94134
ARHGAP15	0.21615303	NCBIGene:55843
ARHGAP17	0.68180564	NCBIGene:55114
ARHGAP18	0.19140583	NCBIGene:93663
ARHGAP19	0.07538745	NCBIGene:84986
ARHGAP20	0.0850932	NCBIGene:57569
ARHGAP21	0.72225335	NCBIGene:57584
ARHGAP22	0.10130661	NCBIGene:58504
ARHGAP23	0.19678975	NCBIGene:57636
ARHGAP24	0.08831809	NCBIGene:83478
ARHGAP25	0.11917296	NCBIGene:9938
ARHGAP26	0.74789832	NCBIGene:23092
ARHGAP27	0.09468193	NCBIGene:201176
ARHGAP28	0.14009406	NCBIGene:79822
ARHGAP29	0.34336469	NCBIGene:9411
ARHGAP30	0.11785596	NCBIGene:257106
ARHGAP31	0.47241693	NCBIGene:57514
ARHGAP32	0.91880957	NCBIGene:9743
ARHGAP33	0.19001657	NCBIGene:115703
ARHGAP35	0.95407338	NCBIGene:2909
ARHGAP39	0.09978594	NCBIGene:80728
ARHGAP40	0.22771196	NCBIGene:343578
ARHGAP42	0.15351364	NCBIGene:143872
ARHGAP44	0.45389773	NCBIGene:9912
ARHGAP45	0.14608273	NCBIGene:23526
ARHGAP5	0.4700924	NCBIGene:394
ARHGAP8	0.05637751	NCBIGene:23779
ARHGAP9	0.10109521	NCBIGene:64333
ARHGDIA	0.31340796	NCBIGene:396
ARHGDIB	0.10560429	NCBIGene:397
ARHGDIG	0.08363014	NCBIGene:398
ARHGEF1	0.80875422	NCBIGene:9138
ARHGEF10	0.05274506	NCBIGene:9639
ARHGEF10L	0.09387675	NCBIGene:55160
ARHGEF11	0.79395614	NCBIGene:9826
ARHGEF12	0.72086837	NCBIGene:23365
ARHGEF15	0.07108511	NCBIGene:22899
ARHGEF16	0.06476486	NCBIGene:27237
ARHGEF17	0.45473162	NCBIGene:9828
ARHGEF18	0.46079283	NCBIGene:23370
ARHGEF19	0.08690858	NCBIGene:128272
ARHGEF2	0.91617459	NCBIGene:9181
ARHGEF25	0.11038092	NCBIGene:115557
ARHGEF26	0.08911852	NCBIGene:26084
ARHGEF28	0.0868423	NCBIGene:64283
ARHGEF3	0.88684366	NCBIGene:50650
ARHGEF33	0.16684684	NCBIGene:100271715
ARHGEF35	0.12370739	NCBIGene:445328
ARHGEF37	0.09770189	NCBIGene:389337
ARHGEF38	0.07690595	NCBIGene:54848
ARHGEF39	0.08540187	NCBIGene:84904
ARHGEF4	0.14104196	NCBIGene:50649
ARHGEF40	0.36288221	NCBIGene:55701
ARHGEF5	0.15801091	NCBIGene:7984
ARHGEF7	0.99925817	NCBIGene:8874
ARID1A	0.99995073	NCBIGene:8289
ARID1B	0.96296693	NCBIGene:57492
ARID2	0.90419276	NCBIGene:196528
ARID3A	0.32518375	NCBIGene:1820
ARID3B	0.75058291	NCBIGene:10620
ARID3C	0.64288229	NCBIGene:138715
ARID4A	0.99822879	NCBIGene:5926
ARID4B	0.99846666	NCBIGene:51742
ARID5A	0.3928583	NCBIGene:10865
ARID5B	0.85967895	NCBIGene:84159
ARIH1	0.98793133	NCBIGene:25820
ARIH2	0.63184048	NCBIGene:10425
ARIH2OS	0.17933417	NCBIGene:646450
ARL1	0.13028683	NCBIGene:57016
ARL10	0.13147586	NCBIGene:285598
ARL11	0.17656224	NCBIGene:115761
ARL13B	0.07794395	NCBIGene:200894
ARL14	0.13686202	NCBIGene:80117
ARL14EP	0.06280173	NCBIGene:120534
ARL14EPL	0.09947159	NCBIGene:644100
ARL15	0.1098268	NCBIGene:54622
ARL16	0.05729413	NCBIGene:339231
ARL17A	0.11814174	NCBIGene:51326
ARL17B	0.10975577	NCBIGene:100506084
ARL2	0.09873391	NCBIGene:402
ARL2BP	0.05296734	NCBIGene:23568
ARL3	0.28235225	NCBIGene:403
ARL4A	0.21710387	NCBIGene:10124
ARL4C	0.43905119	NCBIGene:10123
ARL4D	0.07983319	NCBIGene:379
ARL5A	0.05778801	NCBIGene:26225
ARL5B	0.11998166	NCBIGene:221079
ARL5C	0.15205588	NCBIGene:390790
ARL6	0.17617432	NCBIGene:84100
ARL6IP1	0.12982973	NCBIGene:23204
ARL6IP4	0.05623798	NCBIGene:51329
ARL6IP5	0.05255728	NCBIGene:10550
ARL6IP6	0.09219596	NCBIGene:151188
ARL8A	0.33098002	NCBIGene:127829
ARL8B	0.3052745	NCBIGene:55207
ARL9	0.12827478	NCBIGene:132946
ARMC1	0.44052892	NCBIGene:55156
ARMC10	0.07395829	NCBIGene:83787
ARMC12	0.06881165	NCBIGene:221481
ARMC2	0.071193	NCBIGene:84071
ARMC3	0.04976167	NCBIGene:219681
ARMC4	0.70406828	NCBIGene:55130
ARMC5	0.12879608	NCBIGene:79798
ARMC6	0.08450797	NCBIGene:93436
ARMC7	0.07780418	NCBIGene:79637
ARMC8	0.96906278	NCBIGene:25852
ARMC9	0.05977998	NCBIGene:80210
ARMH1	0.07272132	NCBIGene:339541
ARMH2	0.06116622	NCBIGene:101928603
ARMH3	0.12615699	NCBIGene:79591
ARMH4	0.0708475	NCBIGene:145407
ARMS2	0.24438357	NCBIGene:387715
ARMT1	0.1108635	NCBIGene:79624
ARNT	0.9781144	NCBIGene:405
ARNT2	0.39549835	NCBIGene:9915
ARNTL	0.9987081	NCBIGene:406
ARNTL2	0.05033147	NCBIGene:56938
ARPC1A	0.64233137	NCBIGene:10552
ARPC1B	0.12817477	NCBIGene:10095
ARPC2	0.95202965	NCBIGene:10109
ARPC3	0.28585005	NCBIGene:10094
ARPC4	0.27718825	NCBIGene:10093
ARPC5	0.65969704	NCBIGene:10092
ARPC5L	0.38285397	NCBIGene:81873
ARPIN	0.17633466	NCBIGene:348110
ARPP19	0.22317266	NCBIGene:10776
ARPP21	0.09474916	NCBIGene:10777
ARRB1	0.99901773	NCBIGene:408
ARRB2	0.99865656	NCBIGene:409
ARRDC1	0.09730714	NCBIGene:92714
ARRDC2	0.15234384	NCBIGene:27106
ARRDC3	0.97670014	NCBIGene:57561
ARRDC4	0.20943786	NCBIGene:91947
ARRDC5	0.16091707	NCBIGene:645432
ARSA	0.09388928	NCBIGene:410
ARSB	0.07061917	NCBIGene:411
ARSG	0.05704662	NCBIGene:22901
ARSI	0.25374156	NCBIGene:340075
ARSJ	0.09308069	NCBIGene:79642
ARSK	0.06181405	NCBIGene:153642
ART1	0.11470266	NCBIGene:417
ART3	0.08690017	NCBIGene:419
ART4	0.08115809	NCBIGene:28987
ART5	0.0528161	NCBIGene:116969
ARTN	0.63613709	NCBIGene:9048
ARV1	0.28097034	NCBIGene:64801
ARVCF	0.08902175	NCBIGene:421
AS3MT	0.15187292	NCBIGene:57412
ASAH1	0.08614113	NCBIGene:427
ASAH2	0.10800174	NCBIGene:56624
ASAH2B	0	NCBIGene:653308
ASAP1	0.94991425	NCBIGene:50807
ASAP2	0.56711108	NCBIGene:8853
ASAP3	0.08270177	NCBIGene:55616
ASB1	0.11451759	NCBIGene:51665
ASB10	0.07439597	NCBIGene:136371
ASB13	0.0514566	NCBIGene:79754
ASB14	0.29743734	NCBIGene:142686
ASB15	0.07559035	NCBIGene:142685
ASB16	0.12889839	NCBIGene:92591
ASB17	0.08330909	NCBIGene:127247
ASB18	0.08251158	NCBIGene:401036
ASB2	0.09549468	NCBIGene:51676
ASB3	0.07108423	NCBIGene:51130
ASB4	0.22650777	NCBIGene:51666
ASB5	0.072333	NCBIGene:140458
ASB6	0.07528976	NCBIGene:140459
ASB7	0.75480631	NCBIGene:140460
ASB8	0.07844129	NCBIGene:140461
ASCC1	0.05973687	NCBIGene:51008
ASCC2	0.06683691	NCBIGene:84164
ASCC3	0.83804081	NCBIGene:10973
ASCL1	0.9984958	NCBIGene:429
ASCL2	0.8702075	NCBIGene:430
ASCL3	0.07833499	NCBIGene:56676
ASCL4	0.19329778	NCBIGene:121549
ASF1A	0.99229262	NCBIGene:25842
ASF1B	0.93352365	NCBIGene:55723
ASGR1	0.07660544	NCBIGene:432
ASGR2	0.06530241	NCBIGene:433
ASH1L	0.99995223	NCBIGene:55870
ASH2L	0.99281267	NCBIGene:9070
ASIC1	0.73809709	NCBIGene:41
ASIC2	0.82945639	NCBIGene:40
ASIC3	0.10740182	NCBIGene:9311
ASIC4	0.3435414	NCBIGene:55515
ASIC5	0.06933914	NCBIGene:51802
ASIP	0.08660196	NCBIGene:56288
ASL	0.06467371	NCBIGene:435
ASNA1	0.20928066	NCBIGene:439
ASNS	0.07019453	NCBIGene:440
ASNSD1	0.11152551	NCBIGene:54529
ASPA	0.08022615	NCBIGene:443
ASPDH	0.09800679	NCBIGene:554235
ASPG	0.06961481	NCBIGene:374569
ASPH	0.07172328	NCBIGene:444
ASPHD1	0.20130483	NCBIGene:253982
ASPHD2	0.24007815	NCBIGene:57168
ASPM	0.06047874	NCBIGene:259266
ASPN	0.49793828	NCBIGene:54829
ASPRV1	0.10574182	NCBIGene:151516
ASPSCR1	0.06464611	NCBIGene:79058
ASRGL1	0.10283902	NCBIGene:80150
ASS1	0.13462974	NCBIGene:445
ASTE1	0.19348048	NCBIGene:28990
ASTL	0.06345688	NCBIGene:431705
ASTN1	0.28600167	NCBIGene:460
ASTN2	0.52539238	NCBIGene:23245
ASXL1	0.94305213	NCBIGene:171023
ASXL2	0.82302512	NCBIGene:55252
ASXL3	0.56056674	NCBIGene:80816
ASZ1	0.05162783	NCBIGene:136991
ATAD1	0.26376253	NCBIGene:84896
ATAD2	0.39651266	NCBIGene:29028
ATAD2B	0.87656236	NCBIGene:54454
ATAD3A	0.09177842	NCBIGene:55210
ATAD3B	0.37746282	NCBIGene:83858
ATAD3C	0.06939495	NCBIGene:219293
ATAD5	0.95967453	NCBIGene:79915
ATAT1	0.07312323	NCBIGene:79969
ATCAY	0.05668247	NCBIGene:85300
ATE1	0.10336035	NCBIGene:11101
ATF1	0.70605692	NCBIGene:2668
ATF2	0.99985933	NCBIGene:2668
ATF3	0.95685944	NCBIGene:467
ATF4	0.88456426	NCBIGene:468
ATF5	0.07227068	NCBIGene:22809
ATF6	0.29603188	NCBIGene:22926
ATF6B	0.11160455	NCBIGene:1388
ATF7	0.90249067	NCBIGene:11016
ATF7IP	0.5981966	NCBIGene:55729
ATF7IP2	0.09304691	NCBIGene:80063
ATG10	0.05926362	NCBIGene:83734
ATG101	0.24723841	NCBIGene:60673
ATG12	0.13023454	NCBIGene:9140
ATG13	0.37822554	NCBIGene:9776
ATG14	0.17902447	NCBIGene:22863
ATG16L1	0.62746718	NCBIGene:55054
ATG16L2	0.08649877	NCBIGene:89849
ATG2A	0.43343256	NCBIGene:23130
ATG2B	0.08199459	NCBIGene:55102
ATG3	0.92652384	NCBIGene:64422
ATG4B	0.47005997	NCBIGene:23192
ATG4C	0.22123543	NCBIGene:84938
ATG4D	0.09069686	NCBIGene:84971
ATG5	0.99731498	NCBIGene:9474
ATG7	0.61657422	NCBIGene:10533
ATG9A	0.31577855	NCBIGene:79065
ATG9B	0.08576693	NCBIGene:285973
ATIC	0.28542606	NCBIGene:471
ATL1	0.87982852	NCBIGene:51062
ATL2	0.60554493	NCBIGene:64225
ATL3	0.08175328	NCBIGene:25923
ATM	0.63230797	NCBIGene:472
ATMIN	0.07678765	NCBIGene:23300
ATN1	0.94275217	NCBIGene:1822
ATOH1	0.9992278	NCBIGene:474
ATOH7	0.94243016	NCBIGene:220202
ATOH8	0.40042095	NCBIGene:84913
ATOX1	0.0502054	NCBIGene:475
ATP10A	0.19390653	NCBIGene:57194
ATP10B	0.18834686	NCBIGene:23120
ATP10D	0.06233342	NCBIGene:57205
ATP11A	0.11174851	NCBIGene:23250
ATP11B	0.32604857	NCBIGene:23200
ATP12A	0.09511512	NCBIGene:479
ATP13A1	0.97155031	NCBIGene:57130
ATP13A2	0.7706017	NCBIGene:23400
ATP13A3	0.71104672	NCBIGene:79572
ATP13A4	0.07391902	NCBIGene:84239
ATP13A5	0.19955358	NCBIGene:344905
ATP1A1	0.9989986	NCBIGene:476
ATP1A2	0.76411955	NCBIGene:477
ATP1A3	0.94085893	NCBIGene:478
ATP1A4	0.09473703	NCBIGene:480
ATP1B1	0.84747503	NCBIGene:481
ATP1B2	0.21153349	NCBIGene:482
ATP1B3	0.21187721	NCBIGene:483
ATP23	0.11164156	NCBIGene:91419
ATP2A1	0.71831417	NCBIGene:487
ATP2A2	0.99828835	NCBIGene:488
ATP2A3	0.5266615	NCBIGene:489
ATP2B1	0.99999646	NCBIGene:490
ATP2B2	0.99983272	NCBIGene:493
ATP2B4	0.93761884	NCBIGene:493
ATP2C1	0.38699389	NCBIGene:27032
ATP2C2	0.08881145	NCBIGene:9914
ATP4A	0.13560389	NCBIGene:495
ATP4B	0.06916917	NCBIGene:496
ATP5F1A	0.98800161	NCBIGene:498
ATP5F1B	0.95796791	NCBIGene:506
ATP5F1C	0.13390432	NCBIGene:509
ATP5F1D	0.06833443	NCBIGene:513
ATP5F1E	0.06056377	NCBIGene:514
ATP5IF1	0.10969326	NCBIGene:93974
ATP5MC1	0.2005735	NCBIGene:516
ATP5MC2	0.16028825	NCBIGene:517
ATP5MC3	0.17217648	NCBIGene:518
ATP5MD	0.07603741	NCBIGene:84833
ATP5ME	0.06126573	NCBIGene:521
ATP5MF	0.09351188	NCBIGene:9551
ATP5MG	0.07276357	NCBIGene:10632
ATP5MGL	0.08180598	NCBIGene:267020
ATP5MPL	0.12425729	NCBIGene:9556
ATP5PB	0.05891426	NCBIGene:515
ATP5PD	0.09623301	NCBIGene:10476
ATP5PF	0.06126652	NCBIGene:522
ATP5PO	0.1180723	NCBIGene:539
ATP6AP1L	0.09718921	NCBIGene:92270
ATP6V0A1	0.24639376	NCBIGene:535
ATP6V0A2	0.06416964	NCBIGene:23545
ATP6V0A4	0.05750563	NCBIGene:50617
ATP6V0B	0.57353717	NCBIGene:533
ATP6V0C	0.29028734	NCBIGene:527
ATP6V0D1	0.44700965	NCBIGene:9114
ATP6V0D2	0.07496642	NCBIGene:245972
ATP6V0E1	0.10040719	NCBIGene:8992
ATP6V0E2	0.1049969	NCBIGene:155066
ATP6V1A	0.91083424	NCBIGene:523
ATP6V1B1	0.06758941	NCBIGene:525
ATP6V1B2	0.78049305	NCBIGene:526
ATP6V1C1	0.08935466	NCBIGene:528
ATP6V1C2	0.051261	NCBIGene:245973
ATP6V1D	0.08317241	NCBIGene:51382
ATP6V1E1	0.29620941	NCBIGene:529
ATP6V1E2	0.06049793	NCBIGene:90423
ATP6V1F	0.18357947	NCBIGene:9296
ATP6V1G1	0.11251337	NCBIGene:9550
ATP6V1G2	0.08803094	NCBIGene:534
ATP6V1G3	0.07653741	NCBIGene:127124
ATP6V1H	0.06023402	NCBIGene:51606
ATP7B	0.10019542	NCBIGene:540
ATP8A1	0.62140317	NCBIGene:10396
ATP8A2	0.09247622	NCBIGene:51761
ATP8B1	0.08751584	NCBIGene:5205
ATP8B2	0.7397702	NCBIGene:57198
ATP8B3	0.13188864	NCBIGene:148229
ATP8B4	0.130558	NCBIGene:79895
ATP9A	0.41360034	NCBIGene:10079
ATP9B	0.06242706	NCBIGene:374868
ATPAF1	0.11418605	NCBIGene:64756
ATPAF2	0.06238376	NCBIGene:91647
ATPSCKMT	0.11435522	NCBIGene:134145
ATR	0.99648092	NCBIGene:545
ATRAID	0.05866196	NCBIGene:51374
ATRIP	0.10462283	NCBIGene:84126
ATRN	0.66860092	NCBIGene:8455
ATRNL1	0.27028587	NCBIGene:26033
ATXN1	0.97605283	NCBIGene:6310
ATXN10	0.34291392	NCBIGene:25814
ATXN1L	0.67485562	NCBIGene:342371
ATXN2	0.96937983	NCBIGene:6311
ATXN2L	0.71890717	NCBIGene:11273
ATXN3	0.64055634	NCBIGene:4287
ATXN7	0.99129514	NCBIGene:6314
ATXN7L1	0.46436168	NCBIGene:222255
ATXN7L2	0.48698997	NCBIGene:127002
ATXN7L3	0.76399484	NCBIGene:56970
ATXN7L3B	0.22102211	NCBIGene:552889
AUH	0.05335759	NCBIGene:549
AUNIP	0.20101459	NCBIGene:79000
AUP1	0.31408462	NCBIGene:550
AURKA	0.95372803	NCBIGene:6790
AURKAIP1	0.10879609	NCBIGene:54998
AURKB	0.88733873	NCBIGene:9212
AURKC	0.32100126	NCBIGene:6795
AUTS2	0.78840821	NCBIGene:26053
AVEN	0.10462812	NCBIGene:57099
AVIL	0.07908782	NCBIGene:10677
AVL9	0.10634676	NCBIGene:23080
AVP	0.17724531	NCBIGene:114548
AVPI1	0.21975432	NCBIGene:60370
